"signature"	"gene"	"PageRank"	"PPI_cat"	"EigenCentrality"	"p.PageRank"	"rank_by_p.PR"	"rank_by_PR"	"annd"	"p.annd"	"strength"	"rank_by_strength"	"normalized.strength"	"rank_by_normalized.strength"	"rank_by_ANND"	"rank_by_p.ANND"
"HiG_17"	"Tubb6"	0.00230054202073572	"HiG"	0.0178702260000542	0.972	188	131	31	0	0.0583109258208855	96	0.000130741986145483	96	3	96
"HiG_17"	"Txnl1"	0.00223659435651058	"HiG"	0.000226868712562412	0.955	67.5	134	13.7030228473509	0	0.0195760231711462	157	4.38924286348568e-05	157	25	96
"HiG_17"	"Ubc"	0.0135209036577328	"HiG"	0.00981294174988364	0.956	86.5	8	4.55444807508533	0	0.323407680911437	13	0.00072512932939784	13	122	96
"HiG_17"	"Ugdh"	0.00232629329848508	"HiG"	0.00263762464038708	0.961	142	129	14.5653003920623	0	0.0521327583607421	110	0.00011688959273709	110	19	96
"HiG_17"	"Ugp2"	0.00146124390134726	"HiG"	0.00157876000034593	0.952	32.5	165	3	0	0.0217040683954158	153	4.86638304829952e-05	153	152	96
"HiG_17"	"Uqcrb"	0.00134832308429289	"HiG"	0.00105570022775683	0.956	86.5	168	14	0	0.0264093344743169	147	5.92137544267195e-05	147	23	96
"HiG_17"	"Vamp2"	0.00325090546656285	"HiG"	0.000194840923052496	0.953	41	100	2.51570717350986	0	0.0363999986669075	135	8.16143467867882e-05	135	157	96
"HiG_17"	"Vasp"	0.00259978764378988	"HiG"	2.09821960924569e-05	0.953	41	121	3	0	0.0385218505080197	130	8.63718621256048e-05	130	152	96
"HiG_17"	"Vdac1"	0.00273875209870119	"HiG"	0.0181428982544394	0.956	86.5	116	6.49271362000101	0	0.0658784758810579	85	0.00014770958717726	85	85	96
"HiG_17"	"Vim"	0.00395115389227676	"HiG"	0.0261377944668292	0.964	164.5	82	14.0707081082589	0	0.100701822635985	63	0.000225788839990997	63	21	96
"HiG_17"	"Wdr1"	0.00128291862634265	"HiG"	0.000123164258605171	0.954	53	173	4	0	0.0141474343386637	164	3.172070479521e-05	164	133.5	96
"HiG_17"	"Ywhae"	0.0178742393894131	"HiG"	0.00619135495997392	0.96	136.5	3	3.48093039825662	0	0.454845221915482	7	0.00101983233613337	7	145	96
"HiG_17"	"Ywhaq"	0.00664924372436948	"HiG"	0.00192772685863043	0.962	150	30	12.6600938151888	0	0.169798872450273	37	0.000380714960650837	37	28	96
"HiG_17"	"Zyx"	0.00465536035005235	"HiG"	0.0268591458930944	0.956	86.5	60	6.74836395798359	0	0.106376055451353	58	0.000238511335092719	58	78	96
"HiG_18"	"Acta2"	0.00413488082642594	"HiG"	0.000539093628498839	0.98	70	76	2.99998815854602	0	0.0621243076031477	51	0.000161361837930254	51	112	74
"HiG_18"	"Actb"	0.0239459887281798	"HiG"	0.087460794755843	0.984	122.5	3	5.34208059688176	0	0.3859894846377	4	0.00100257008996805	4	79	74
"HiG_18"	"Actg1"	0.0106639541122752	"HiG"	0.131972796119805	0.986	133.5	15	11.8873152349196	0	0.187556344215175	15	0.000487159335623832	15	22	74
"HiG_18"	"Ahnak"	0.00306433626804415	"HiG"	0.00542242020164046	0.981	84.5	94	6.29303055925029	0	0.0357124772407345	72	9.27596811447649e-05	72	66	74
"HiG_18"	"Anxa2"	0.00787935389296007	"HiG"	0.00224170756552025	0.982	97	30	3.41340961330662	0	0.0925045850812322	37	0.000240271649561642	37	103	74
"HiG_18"	"Anxa6"	0.00157437184545411	"HiG"	0.000106671282855757	0.978	35	131	3	0	0.00309645470489098	139	8.04273949322333e-06	139	108.5	74
"HiG_18"	"Apbb1"	0.00158601896164119	"HiG"	0.00165877348519864	0.978	35	130	7	0	0.0117277456216085	118	3.04616769392428e-05	118	55.5	74
"HiG_18"	"Apoe"	0.00404845564048741	"HiG"	0.0184088512249579	0.979	52.5	78	7.99216456384135	0	0.0535902680431859	57	0.000139195501410873	57	50	74
"HiG_18"	"App"	0.00966007172869612	"HiG"	0.250250843183625	0.979	52.5	19	8.55872494609407	0	0.150598869370258	18	0.000391165894468204	18	46	74
"HiG_18"	"Arhgap29"	0.00180781807373246	"HiG"	0.00463273807330066	0.978	35	123	13	0	0.0141424688307164	112	3.67336852745881e-05	112	14	74
"HiG_18"	"Arpc2"	0.00546896363139162	"HiG"	1.07511898060245e-16	0.976	13	54	1	0	0.0108491044871546	120.5	2.81794921744276e-05	120	140	74
"HiG_18"	"Arpc5"	0.00546896363138744	"HiG"	1.05624549041345e-16	0.976	13	61	1	0	0.0108491044871546	120.5	2.81794921744276e-05	121	140	74
"HiG_18"	"Atp5b"	0.00977471887388469	"HiG"	0.00552426425967044	0.979	52.5	18	3.67498690331579	0	0.115931786028599	27	0.000301121522152206	27	100	74
"HiG_18"	"Atxn10"	0.00218963837024545	"HiG"	0.047670182103128	0.983	111.5	115	17	0	0.0302907976448702	81	7.86773964801824e-05	81	9	74
"HiG_18"	"Basp1"	0.00191874891966609	"HiG"	0.0120946727895589	0.98	70	120	2	0	0.0192584365724218	102	5.00219131751217e-05	102	123.5	74
"HiG_18"	"Bccip"	0.00171500659956446	"HiG"	0.00117621528876713	0.981	84.5	125	4	0	0.0151792880399083	109	3.942672218158e-05	109	96	74
"HiG_18"	"Calr"	0.0160333928949862	"HiG"	0.589312775251034	0.986	133.5	5	9.36554451850617	0	0.328741443599678	5	0.000853873879479684	5	40	74
"HiG_18"	"Capn2"	0.000946946875941164	"HiG"	2.42828188244813e-05	0.98	70	145	4	0	0.00124290189606746	143	3.22831661316223e-06	143	96	74
"HiG_18"	"Cbx1"	0.00430433746169176	"HiG"	0.0436437422215207	0.986	133.5	73	10.8033887707628	0	0.0566019400073389	55	0.000147018025993088	55	29	74
"HiG_18"	"Ccnd1"	0.00391507797867556	"HiG"	0.0236580239463526	0.982	97	81	7.25271209570108	0	0.0381649020248848	71	9.91296156490515e-05	71	54	74
"HiG_18"	"Ccnd2"	0.00280478537395783	"HiG"	0.0068475213546961	0.979	52.5	102	8	0	0.0348885688683355	74	9.0619659398274e-05	74	48.5	74
"HiG_18"	"Ccnd3"	0.00546896363138745	"HiG"	5.73633397720235e-17	0.976	13	57.5	1	0	0.00562950266030304	134.5	1.46220848319559e-05	135	140	74
"HiG_18"	"Cct4"	0.00600272091522804	"HiG"	0.013236959644219	0.983	111.5	42	7.54573640276961	0	0.0982754320834704	33	0.000255260862554468	33	52	74
"HiG_18"	"Cct8"	0.00646923136619345	"HiG"	0.0145874374647186	0.983	111.5	37	6.91302728961361	0	0.10454215499517	30	0.000271538064922519	30	59	74
"HiG_18"	"Cd81"	0.00546896363139163	"HiG"	8.94144156964187e-17	0.976	13	50.5	1	0	0.0089276228645078	126.5	2.31886308169034e-05	126	140	74
"HiG_18"	"Cfl2"	0.00233666210113212	"HiG"	0.0108163060020453	0.983	111.5	111	5.05584040115101	0	0.0293590419419108	87	7.62572517971709e-05	87	82	74
"HiG_18"	"Cnn2"	0.00138298970916014	"HiG"	0.000366221315371426	0.98	70	136	2	0	0.0075446143041642	131	1.95964007900369e-05	131	123.5	74
"HiG_18"	"Cnn3"	0.00400543759432668	"HiG"	0.0127248134197316	0.983	111.5	79	17.6948156250179	0	0.0456532129418954	62	0.000118579773875053	62	8	74
"HiG_18"	"Col1a2"	0.00770438375650723	"HiG"	8.30705690845216e-16	0.976	13	31	1.17705353028924	0	0.0908593672597927	38	0.000235998356518942	38	132	74
"HiG_18"	"Col4a2"	0.00472833161641733	"HiG"	3.81317204906012e-16	0.977	25	70	1.39956461767938	0	0.0402612519262181	68	0.000104574680327839	68	130	74
"HiG_18"	"Creb3l1"	0.00546896363139163	"HiG"	1.96437554519123e-16	0.976	13	50.5	1	0	0.0199883390022952	99.5	5.19177636423252e-05	99	140	74
"HiG_18"	"Creld2"	0.00490205430772537	"HiG"	0.268506356198653	0.985	128	68	12.5954129223247	0	0.102062708769724	32	0.000265097944856427	32	19	74
"HiG_18"	"Cryab"	0.00284766850671216	"HiG"	0.00209827102031499	0.981	84.5	100	2	0	0.0232502679922446	95	6.03903064733625e-05	95	123.5	74
"HiG_18"	"Cst3"	0.00242154173901287	"HiG"	0.017943118114572	0.977	25	110	8.57506404925753	0	0.0235905140747401	94	6.12740625317924e-05	94	45	74
"HiG_18"	"Cstb"	0.00432521757922715	"HiG"	0.000401352191139553	0.979	52.5	72	2.51070284957228	0	0.0306078990695009	80	7.9501036544158e-05	80	115	74
"HiG_18"	"Ctnna1"	0.00546896363139163	"HiG"	1.36969550943922e-16	0.975	1.5	50.5	1	0	0.0138176624945026	113.5	3.58900324532535e-05	113	140	74
"HiG_18"	"Ctsl"	0.00546896363138745	"HiG"	1.39697342094479e-16	0.975	1.5	57.5	1	0	0.0138176624945026	113.5	3.58900324532535e-05	114	140	74
"HiG_18"	"Ddx39b"	0.00191439703209807	"HiG"	0.00319292053121532	0.982	97	121	5	0	0.0223176778894812	96	5.7967994518133e-05	96	84	74
"HiG_18"	"Ddx5"	0.0067299771411508	"HiG"	0.218885851140573	0.988	143	35	11.7334145831989	0	0.133317091718544	23	0.000346278160307906	23	23	74
"HiG_18"	"Dnaja1"	0.0040597600149704	"HiG"	0.0877424117891623	0.985	128	77	15.0239448553315	0	0.0694867307084215	45	0.000180485014827069	45	10	74
"HiG_18"	"Dnajb11"	0.00627098317697119	"HiG"	0.321595165706066	0.983	111.5	38	10.6046677497451	0	0.13447290886386	22	0.000349280282763273	22	32	74
"HiG_18"	"Dnajc3"	0.00206404897958841	"HiG"	0.0526577474112158	0.983	111.5	118	14.4477209360462	0	0.0285923600608953	88	7.42658702880398e-05	88	11	74
"HiG_18"	"Dstn"	0.0033595853532957	"HiG"	0.0195109806743915	0.983	111.5	87	6.39895815763579	0	0.0485048136577016	60	0.000125986528981043	60	63	74
"HiG_18"	"Dynll1"	0.00417252142415229	"HiG"	0.164633398544651	0.98	70	74	14.1156519318869	0	0.0621836591990304	50	0.00016151599791956	50	12	74
"HiG_18"	"Ebna1bp2"	0.0073370256576513	"HiG"	2.90787997399045e-16	0.976	13	33	2	0	0.0294087330350548	86	7.6386319571571e-05	86	123.5	74
"HiG_18"	"Efhd2"	0.00317071294357608	"HiG"	0.000332503626916124	0.978	35	91	3	0	0.00965191748326473	123	2.50699155409473e-05	123	108.5	74
"HiG_18"	"Eif4a1"	0.005638704930623	"HiG"	0.00937517903395901	0.981	84.5	46	4.20543010629429	0	0.0883720347065211	39	0.00022953775248447	39	90	74
"HiG_18"	"Eif4a3"	0.00917897661891618	"HiG"	0.0375045494005795	0.982	97	22	3.57838992174228	0	0.159156374134574	17	0.000413393179570321	17	101	74
"HiG_18"	"Eno1"	0.000965047882751675	"HiG"	0.000499314054981006	0.978	35	144	8	0	0.00254403774618178	140	6.6078902498228e-06	140	48.5	74
"HiG_18"	"Erp29"	0.00146402362459932	"HiG"	0.0612344184718664	0.98	70	135	20	0	0.0160524174577945	108	4.16945907994662e-05	108	4.5	74
"HiG_18"	"Ezr"	0.00650699971400617	"HiG"	0.00441890068164488	0.978	35	36	3.48448579093096	0	0.0631112735563071	49	0.000163925385860538	49	102	74
"HiG_18"	"Fam92a"	0.00769732280763025	"HiG"	0.0824603818902916	0.983	111.5	32	9.10407519477047	0	0.128463785471875	25	0.000333672170056819	25	41	74
"HiG_18"	"Fermt2"	0.00276641069046569	"HiG"	0.000748700282758924	0.98	70	103	4.11679042956906	0	0.0200127776160886	98	5.19812405612692e-05	98	91	74
"HiG_18"	"Fhl1"	0.00169784578213676	"HiG"	6.33553992305079e-05	0.979	52.5	127	4	0	0.00779608001629829	129	2.02495584838917e-05	129	96	74
"HiG_18"	"Flna"	0.00623940148775163	"HiG"	0.0105695691642525	0.984	122.5	39	6.96800888622846	0	0.0853208391026686	41	0.000221612569097841	41	58	74
"HiG_18"	"Gabarap"	0.00153634505278611	"HiG"	0.0388261596520111	0.98	70	132	11	0	0.0172712363638298	106	4.48603541917656e-05	106	25.5	74
"HiG_18"	"Gnai2"	0.00456489230987756	"HiG"	0.000903614421859677	0.98	70	71	2.57898492254116	0	0.0555940170813978	56	0.000144400044367267	56	114	74
"HiG_18"	"Gpc3"	0.00546896363138745	"HiG"	9.03731873667305e-17	0.976	13	57.5	1	0	0.0089276228645078	126.5	2.31886308169034e-05	127	140	74
"HiG_18"	"Hadh"	0.00210366632341993	"HiG"	0.000377350115708893	0.978	35	117	6	0	0.0179066724577702	103	4.65108375526499e-05	103	68.5	74
"HiG_18"	"Hmgb1"	0.00262029947983228	"HiG"	0.0688999551418526	0.983	111.5	107	12.6251624458149	0	0.0403427133160847	67	0.000104786268353467	67	17	74
"HiG_18"	"Hsp90b1"	0.0122921468013174	"HiG"	0.632701185557742	0.985	128	11	12.6090504329877	0	0.262165390525273	7	0.00068094906629941	7	18	74
"HiG_18"	"Hspa5"	0.0301853805084224	"HiG"	1	0.987	139.5	1	7.44248037072057	0	0.639862460278004	1	0.0016619804163065	1	53	74
"HiG_18"	"Hspa8"	0.0270003635214389	"HiG"	0.412554139264668	0.991	146	2	6.29817235534548	0	0.50769466175656	2	0.00131868743313392	2	65	74
"HiG_18"	"Htra2"	0.00392589504914742	"HiG"	0.000440413658773567	0.98	70	80	4.03205761235635	0	0.0335789996141994	78	8.72181808161024e-05	78	92	74
"HiG_18"	"Idh2"	0.00494288589652208	"HiG"	0.00129788172641753	0.979	52.5	67	5.24969582180804	0	0.0581635600388127	54	0.000151074181918994	54	80	74
"HiG_18"	"Igfbp2"	0.00250683692827988	"HiG"	0.00202255845543069	0.982	97	108	6	0	0.0255369993837306	91	6.63298685291703e-05	91	68.5	74
"HiG_18"	"Ilf2"	0.00732672715755967	"HiG"	0.0579695487883189	0.987	139.5	34	6.99975639677023	0	0.1357998557888	21	0.000352726898152727	21	57	74
"HiG_18"	"Ilk"	0.00883339438181176	"HiG"	1.00825649280814e-16	0.976	13	23	1.38473409461371	0	0.00996697759001118	122	2.58882534805485e-05	122	131	74
"HiG_18"	"Itgb1"	0.00932092907788873	"HiG"	0.0207623287777557	0.987	139.5	21	5.21240908118788	0	0.119967500636886	26	0.000311603897758145	26	81	74
"HiG_18"	"Krt18"	0.00546896363138745	"HiG"	7.97543613986079e-16	0.976	13	57.5	1	0	0.0927076826493635	35.5	0.000240799175712633	36	140	74
"HiG_18"	"Krt8"	0.00546896363139163	"HiG"	7.86820786801384e-16	0.976	13	50.5	1	0	0.0927076826493635	35.5	0.000240799175712633	35	140	74
"HiG_18"	"Lgals1"	0.00296008061527968	"HiG"	0.000887688371572922	0.981	84.5	97	4	0	0.0299794452699538	84	7.7868689012867e-05	84	96	74
"HiG_18"	"Lrpap1"	0.00112268500677386	"HiG"	0.00600241139416933	0.979	52.5	142	10	0	0.00623946258097486	132	1.62063963142204e-05	132	37.5	74
"HiG_18"	"Lrrc59"	0.00108813453124288	"HiG"	1.20004622235196e-17	0.976	13	143	2	0	0.0012084931097368	144	3.13894314217351e-06	144	123.5	74
"HiG_18"	"Lum"	0.00620959564636008	"HiG"	6.63634974249838e-16	0.976	13	40	2	0	0.0747723955266	43	0.000194214014354805	43	123.5	74
"HiG_18"	"Mapk3"	0.00531391186022903	"HiG"	0.00054197364817714	0.981	84.5	64	3.1385951211436	0	0.0587398609960549	53	0.00015257106752222	53	105	74
"HiG_18"	"Marcksl1"	0.00148508879482956	"HiG"	0.00420578371800332	0.983	111.5	134	21	0	0.0126060307897718	117	3.27429371162904e-05	117	2	74
"HiG_18"	"Mat2a"	0.000935934352730394	"HiG"	0.000562492897204093	0.979	52.5	146	2	0	0.00155249170245479	141	4.03244598040206e-06	141	123.5	74
"HiG_18"	"Mtap"	0.00507242780488455	"HiG"	0.00903082931694574	0.978	35	66	3.23987033378337	0	0.0177056739023434	104	4.59887633827101e-05	104	104	74
"HiG_18"	"Myh10"	0.00579639894688912	"HiG"	0.01147116448282	0.985	128	44	10.7611056898151	0	0.0665521436477234	48	0.000172862710773307	48	30	74
"HiG_18"	"Myl12a"	0.00182491978071344	"HiG"	0.00059378603803374	0.983	111.5	122	5	0	0.0135696086329747	115	3.52457367090253e-05	115	84	74
"HiG_18"	"Myl12b"	0.00516596746330995	"HiG"	0.00445694049491778	0.98	70	65	4.75670782559695	0	0.0494205528835034	58	0.000128365072424684	58	87	74
"HiG_18"	"Myl6"	0.00323994603865488	"HiG"	0.000462991309885878	0.979	52.5	89	3	0	0.0272320823310984	89	7.07326813794765e-05	89	108.5	74
"HiG_18"	"Myl9"	0.00126826948238115	"HiG"	0.000128561574314211	0.979	52.5	138	4	0	0.00529810811659679	136	1.37613197833683e-05	136	96	74
"HiG_18"	"Ncl"	0.0121963100894898	"HiG"	0.130388024815305	0.99	145	13	10.0545661410494	0	0.223903740270381	12	0.000581568156546444	12	35	74
"HiG_18"	"Ndn"	0.00803802929080634	"HiG"	0.00636114379586783	0.98	70	28	4.56516440528024	0	0.0808135313504325	42	0.00020990527623489	42	89	74
"HiG_18"	"Npc2"	0.00292453634040537	"HiG"	2.6820863077481e-05	0.978	35	99	3	0	0.0175182999605756	105	4.55020778196769e-05	105	108.5	74
"HiG_18"	"Oat"	0.00125368988728172	"HiG"	0.00758730023240741	0.978	35	139	10	0	0.00794797637981449	128	2.06440944930246e-05	128	37.5	74
"HiG_18"	"P4hb"	0.0122047613165528	"HiG"	0.340956220423816	0.987	139.5	12	9.7803684609697	0	0.228412563940067	11	0.000593279386857316	11	39	74
"HiG_18"	"Pabpc1"	0.0101413567062067	"HiG"	0.185443500463342	0.993	147	17	12.7072827262188	0	0.192259410970263	14	0.000499375093429255	14	16	74
"HiG_18"	"Pacsin2"	0.00305064228682604	"HiG"	0.00733058699556501	0.985	128	95	9	0	0.0421328783473952	64	0.000109436047655572	64	44	74
"HiG_18"	"Parva"	0.00549792928490364	"HiG"	5.54730381110219e-17	0.976	13	47	1.72520384874532	0	0.0052876665033733	137	1.37341987100605e-05	137	129	74
"HiG_18"	"Pdia3"	0.0130532971054849	"HiG"	0.476845087671947	0.987	139.5	10	10.7471196436492	0	0.251428338023375	8	0.000653060618242532	8	31	74
"HiG_18"	"Pdia4"	0.00814908197666621	"HiG"	0.25218742134208	0.987	139.5	26	10.0891455318968	0	0.142948145142349	20	0.000371293883486622	20	34	74
"HiG_18"	"Pdia6"	0.0193913187157905	"HiG"	0.773580993126542	0.986	133.5	4	10.8861552881917	0	0.396096615232626	3	0.0010288223772276	3	27	74
"HiG_18"	"Pdlim1"	0.00231070657954391	"HiG"	0.00037450029940188	0.98	70	112	5	0	0.0193899138829816	101	5.03634126830691e-05	101	84	74
"HiG_18"	"Pea15a"	0.00222445272528289	"HiG"	2.70051228191331e-05	0.982	97	114	2.28213876384584	0	0.0150923026272604	110	3.92007860448321e-05	110	118	74
"HiG_18"	"Peg3"	0.00170079289009102	"HiG"	0.00413062877265977	0.978	35	126	13	0	0.0126096679208503	116	3.27523842100008e-05	116	14	74
"HiG_18"	"Pfn1"	0.00373445120237297	"HiG"	0.0671865831841212	0.986	133.5	83	18.5039558956404	0	0.0606661618121624	52	0.000157574446265357	52	6	74
"HiG_18"	"Pgrmc1"	0.00546896363138745	"HiG"	1.97973402169633e-16	0.976	13	57.5	1	0	0.0199883390022952	99.5	5.19177636423252e-05	100	140	74
"HiG_18"	"Phgdh"	0.000852192549478392	"HiG"	0.000149415108256072	0.978	35	147	13	0	0.000456123026580717	147	1.18473513397589e-06	147	14	74
"HiG_18"	"Pkm"	0.00149943835132808	"HiG"	0.0194471208383973	0.983	111.5	133	12	0	0.0149520775975831	111	3.88365651885276e-05	111	20	74
"HiG_18"	"Ppid"	0.00313516202851132	"HiG"	0.0419313463085278	0.984	122.5	93	11.3423472376615	0	0.0473819769515082	61	0.000123070070003918	61	24	74
"HiG_18"	"Ppp1cb"	0.00546896363139163	"HiG"	5.59295295227812e-17	0.976	13	50.5	1	0	0.00562950266030304	134.5	1.46220848319559e-05	134	140	74
"HiG_18"	"Ppp1r14a"	0.00224063208558235	"HiG"	0.00307694140232978	0.978	35	113	7	0	0.0217543783892818	97	5.65048789331994e-05	97	55.5	74
"HiG_18"	"Prdx1"	0.00195776239555955	"HiG"	0.00575676316514154	0.981	84.5	119	6	0	0.0165715008155298	107	4.30428592611164e-05	107	68.5	74
"HiG_18"	"Prdx3"	0.0016300837530424	"HiG"	0.000238097092270265	0.979	52.5	128	6	0	0.0112985963616882	119	2.93470035368525e-05	119	71	74
"HiG_18"	"Prdx4"	0.00539196216127697	"HiG"	0.0910670708673334	0.981	84.5	63	6.58365488737059	0	0.0667740263556124	47	0.000173439029495097	47	62	74
"HiG_18"	"Prnp"	0.00818521669159483	"HiG"	0.0370780934709887	0.979	52.5	25	5.99799248430241	0	0.106566206902103	29	0.000276795342602865	29	72	74
"HiG_18"	"Ptma"	0.00386083624115838	"HiG"	0.00722147934143293	0.979	52.5	82	6.59463032481838	0	0.0489870597251673	59	0.000127239116169266	59	61	74
"HiG_18"	"Rap1b"	0.00179238886084556	"HiG"	0.092472429642657	0.98	70	124	20	0	0.0242413675348686	92	6.29645909996588e-05	92	4.5	74
"HiG_18"	"Rbbp7"	0.00607889428289939	"HiG"	0.332201540707251	0.986	133.5	41	17.955631814585	0	0.110399324065667	28	0.000286751491079654	28	7	74
"HiG_18"	"Rcn2"	0.00267760915739835	"HiG"	0.0115250558304394	0.979	52.5	106	10	0	0.0346185037707527	76	8.99181916123447e-05	76	36	74
"HiG_18"	"Rps26"	0.00284014547972024	"HiG"	0.0127791190139152	0.983	111.5	101	21	0	0.038302960531706	70	9.94882091732623e-05	70	2	74
"HiG_18"	"Rrbp1"	0.00329000459227437	"HiG"	0.0341199069914478	0.984	122.5	88	8.54530621203331	0	0.0418144816493824	65	0.000108609043245149	65	47	74
"HiG_18"	"Rtn4"	0.00337580606954992	"HiG"	0.000733458062063508	0.979	52.5	85	4	0	0.0302262953182624	82	7.85098579695128e-05	82	96	74
"HiG_18"	"S100a10"	0.00813336851074771	"HiG"	0.00776214561855088	0.981	84.5	27	5.61871921356349	0	0.096861850187786	34	0.000251589221266977	34	75	74
"HiG_18"	"S100a11"	0.00117351615436813	"HiG"	4.1713210940839e-05	0.98	70	141	6	0	0.00487797434357449	138	1.26700632300636e-05	138	68.5	74
"HiG_18"	"Sdf2l1"	0.0133579168464369	"HiG"	0.590170870024539	0.984	122.5	8	10.8694264424547	0	0.282242119195101	6	0.00073309641349377	6	28	74
"HiG_18"	"Sept7"	0.00546896363138745	"HiG"	9.63420660272156e-18	0.976	13	57.5	1	0	0.000948995701724932	145.5	2.46492390058424e-06	146	140	74
"HiG_18"	"Sept9"	0.00546896363139163	"HiG"	1.03358354033116e-17	0.976	13	50.5	1	0	0.000948995701724932	145.5	2.46492390058424e-06	145	140	74
"HiG_18"	"Serpinh1"	0.00323354350627451	"HiG"	2.35779248979838e-16	0.977	25	90	2	0	0.0241742801930254	93	6.27903381637023e-05	93	123.5	74
"HiG_18"	"Set"	0.0131546938840505	"HiG"	0.051451150197657	0.982	97	9	7.85059901377348	0	0.196582418199739	13	0.000510603683635687	13	51	74
"HiG_18"	"Slc25a4"	0.00566213448410192	"HiG"	0.00639157558758457	0.978	35	45	5.88950995154532	0	0.0691848402983212	46	0.000179700883891743	46	73	74
"HiG_18"	"Slc2a1"	0.00271189515027206	"HiG"	0.102572058222269	0.982	97	104	11	0	0.0456276458387652	63	0.000118513365814974	63	25.5	74
"HiG_18"	"Slc9a3r1"	0.00346663592484849	"HiG"	0.000508995902081391	0.978	35	84	3	0	0.0301956854685161	83	7.84303518662755e-05	83	108.5	74
"HiG_18"	"Ssb"	0.00594145834110357	"HiG"	0.0203132898569444	0.982	97	43	9.05092480238447	0	0.0856849141978233	40	0.000222558218695645	40	42	74
"HiG_18"	"Tagln"	0.00210453288096751	"HiG"	1.50717753945702e-17	0.976	13	116	2	0	0.00145303040424525	142	3.77410494609157e-06	142	123.5	74
"HiG_18"	"Tagln2"	0.00129901597085236	"HiG"	0.00302851583895339	0.981	84.5	137	21	0	0.00907739590833798	125	2.35776517099688e-05	125	2	74
"HiG_18"	"Tbcb"	0.00337073039258426	"HiG"	0.0150010219117125	0.978	35	86	5.84930497523466	0	0.0399904232567294	69	0.000103871229238258	69	74	74
"HiG_18"	"Tbrg1"	0.00160448778829032	"HiG"	0.000225061570375815	0.979	52.5	129	4	0	0.00927493723612824	124	2.40907460678656e-05	124	96	74
"HiG_18"	"Tln1"	0.00414865378985211	"HiG"	0.00512161698009615	0.982	97	75	5.53588552229685	0	0.0346195379639258	75	8.99208778283786e-05	75	76	74
"HiG_18"	"Tmsb4x"	0.00543999797787796	"HiG"	6.082976317064e-17	0.976	13	62	2	0	0.00613234149088313	133	1.59281597165796e-05	133	123.5	74
"HiG_18"	"Tnnt2"	0.00270994953269195	"HiG"	0.00030733399048071	0.98	70	105	2.99997922905765	0	0.0354168875449274	73	9.199191570111e-05	73	113	74
"HiG_18"	"Top1"	0.00798173070527235	"HiG"	3.01806866179848e-16	0.976	13	29	1	0	0.0306172261447916	79	7.95252627137445e-05	79	140	74
"HiG_18"	"Tpm1"	0.0106044172628818	"HiG"	0.0022748456412138	0.98	70	16	2.42265437714761	0	0.168945117106662	16	0.000438818485991329	16	116	74
"HiG_18"	"Tpm4"	0.00868726496159104	"HiG"	0.00773007282991189	0.981	84.5	24	6.67390825073126	0	0.13294564804967	24	0.000345313371557584	24	60	74
"HiG_18"	"Tuba1a"	0.0145959342758856	"HiG"	0.045610251851057	0.989	144	7	5.48741611347066	0	0.234373825906293	10	0.000608763184172189	10	77	74
"HiG_18"	"Tubb4b"	0.00299751328179755	"HiG"	0.00834058523426792	0.984	122.5	96	9.0257590834148	0	0.0413423611390062	66	0.000107382756205211	66	43	74
"HiG_18"	"Txndc5"	0.00243591532100257	"HiG"	0.00997502627744602	0.983	111.5	109	4.61619936030319	0	0.025573609224205	90	6.6424959023909e-05	90	88	74
"HiG_18"	"Ubc"	0.0117821310174246	"HiG"	0.0858731440783664	0.981	84.5	14	5.43174413065486	0	0.143430839824799	19	0.00037254763590857	19	78	74
"HiG_18"	"Ube2r2"	0.0031611747437896	"HiG"	0.00812420502807869	0.978	35	92	4.91045920447648	0	0.0297815037754132	85	7.73545552608134e-05	85	86	74
"HiG_18"	"Ugdh"	0.00295520014794555	"HiG"	0.0949800956829169	0.982	97	98	10.5398348584685	0	0.0337377076692073	77	8.76304095304085e-05	77	33	74
"HiG_18"	"Vim"	0.00936840290741321	"HiG"	0.00506315399550075	0.982	97	20	2.41201141585894	0	0.103602106835525	31	0.000269096381390973	31	117	74
"HiG_18"	"Wdr1"	0.00117830980107226	"HiG"	0.00969215987398891	0.979	52.5	140	3	0	0.00764827992454547	130	1.98656621416765e-05	130	108.5	74
"HiG_18"	"Ywhae"	0.0156378773942855	"HiG"	0.0508957267946644	0.982	97	6	6.39857823954785	0	0.248663438082341	9	0.000645879059954133	9	64	74
"HiG_18"	"Ywhaq"	0.00482325822763098	"HiG"	0.0144082090766771	0.983	111.5	69	11.9992279549349	0	0.0724662470612272	44	0.00018822401834085	44	21	74
"HiG_19"	"Acta2"	0.00634748373408316	"HiG"	0.0496295332782644	0.994	108.5	45	2.88471934574523	0	0.0670843725116984	37	0.000155648196082827	37	59	65.5
"HiG_19"	"Actg1"	0.007488544245186	"HiG"	0.126138841968421	0.994	108.5	30	2.9236450690679	0	0.0957707983012877	20	0.000222206028541271	20	58	65.5
"HiG_19"	"Ahnak"	0.00377549216706203	"HiG"	0.0825903942627969	0.991	23.5	99	4.61944585224425	0	0.0401510327909741	59	9.31578487029562e-05	59	14	65.5
"HiG_19"	"Akt1"	0.00552169852928665	"HiG"	0.00216602208444365	0.991	23.5	77	1.40744059950607	0	0.0351559404156218	66	8.15683072288208e-05	66	101	65.5
