geneSet	motif	NES	AUC	TF_highConf	TF_lowConf	nEnrGenes	rankAtMax	enrichedGenes
16	swissregulon__hs__KLF6	3.43	0.129	KLF6 (directAnnotation). 		60	3479	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;ITPR1;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_125.2	3.43	0.128	TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2D; TFAP2D; TFAP2D; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; ZNF611; ZNF611 (directAnnotation). TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E (inferredBy_Orthology). 	DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DLX3; DRGX; DRGX; DRGX; DRGX; DRGX; DRGX; DRGX; DRGX; DRGX; DRGX; DRGX; E2F8; E2F8; E2F8; ELK1; ELK1; ELK1; ELK1; ELK1; ELK1; ELK1; ETV7; ETV7; ETV7; HES7; HES7; HES7; HES7; HES7; HES7; HES7; HOXB13; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; MAX; NEUROD1; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; ONECUT2; PURA; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2A; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2B; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2C; TFAP2D; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E (inferredBy_MotifSimilarity). TFAP2A; TFAP2A; TFAP2A; TFAP2B; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2D; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E; TFAP2E (inferredBy_MotifSimilarity_n_Orthology). 	65	4139	ABTB2;ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CD46;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERGIC1;ERN1;FARP1;FMNL2;FNDC3B;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;PARD3B;PCNX1;PGAP1;PHF10;PLCG2;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	taipale_tf_pairs__GCM1_TBX21_AGGTGTNRTRCGGGNN_CAP_repr	3.43	0.128	GCM1; TBX21 (directAnnotation). 	GCM2 (inferredBy_MotifSimilarity). 	27	1027	ANKRD44;BTBD9;C2CD2;CADPS2;CHD1;COBLL1;DPP10;DUSP16;FMNL2;FNDC3B;IRS2;LARP4B;MAN1A1;MFSD14B;NAMPT;PRKAR2B;PRKG1;RDX;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;ZEB2;ZFAND5;ZNF521
16	kznf__ZNF548_Imbeault2017_RP_RCADE	3.43	0.128	ZNF548 (directAnnotation). 	PML (inferredBy_MotifSimilarity). 	60	3326	ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;CREM;CTNNA1;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF516;ZNF521;ZNF536
16	transfac_pro__M04617	3.42	0.128	ZBTB7A (directAnnotation). 		65	4139	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NFX1;NHS;PAPSS2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	hdpi__PDLIM5	3.42	0.128	PDLIM5 (directAnnotation). 		70	4646	ADAMTS9;ADIPOR2;ANKRD44;ANTXR1;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLK1;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GRAMD1B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGK1;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCEAL9;TCF7L2;TGFBR3;TLE1;TNXB;TRIM24;VEGFA;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521
16	metacluster_198.3	3.42	0.128	ZFP64 (directAnnotation). 		47	2038	ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;LARP4B;MAN1A1;MAPK4;MAST4;MYH9;NAMPT;PAPSS2;PARD3B;PCNX1;PLCG2;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A9;SLC23A2;SMAD2;SOAT1;TCF7L2;TGFBR3;UVRAG;ZFAND5;ZNF516;ZNF521
16	taipale_tf_pairs__TFAP2C_E2F8_NNTCCCGCNNNCCNNNGGC_CAP_repr	3.42	0.128	E2F8; TFAP2C (directAnnotation). 	TFAP2B (inferredBy_MotifSimilarity). TFAP2E (inferredBy_MotifSimilarity_n_Orthology). 	55	2978	ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CHD1;COBLL1;CREM;CTNNA1;DIP2C;DLG5;DPP10;DUSP16;EPS15;ERN1;FARP1;FDX1;FMNL2;FNDC3B;IRS2;ITPR1;MAN1A1;MAPK4;MAST4;MFSD14B;MTSS1;NAMPT;NHS;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZNF516;ZNF521;ZNF536
16	transfac_pro__M01822	3.41	0.128	KLF6 (directAnnotation). 		68	4901	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCEAL9;TCF7L2;TGFBR3;TLE1;TNS1;TNXB;UVRAG;VEGFA;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M02898	3.39	0.128	SMAD3 (directAnnotation). 	SP2 (inferredBy_MotifSimilarity). 	29	1095	C1orf21;CADPS2;CHD1;CREM;DPP10;DUSP16;EPS15;FARP1;FNDC3B;IRS2;LARP4B;MAN1A1;MAPK4;PCNX1;PHF10;PRKG1;RBBP7;RDX;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TGFBR3;TLE1;ZFAND5;ZNF521
16	metacluster_24.1	3.39	0.128	HIC1; HIC1; ZNF816; ZNF816; ZNF816; ZXDC (directAnnotation). 	SP2; ZGPAT (inferredBy_MotifSimilarity). 	66	3889	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M07289	3.39	0.128	KLF4 (directAnnotation). 		69	4887	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DLK1;DPP10;DUSP16;EPS15;FARP1;FMNL2;FNDC3B;FOXK1;GRAMD1B;HNRNPC;IRS2;ITPR1;KCNQ1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCEAL9;TCF7L2;TGFBR3;TLE1;TNS1;TNXB;VEGFA;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	cisbp__M00968	3.38	0.127	MTF2 (directAnnotation). 		66	4139	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PDE8A;PHF10;POR;PRKAR2B;PRKG1;RANBP2;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF516;ZNF521;ZNF536
16	metacluster_151.2	3.38	0.127	ZNF23 (directAnnotation). 		62	4139	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;EPS15;ERGIC1;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;HNRNPC;IRS2;KDM4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PDE8A;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;RNF187;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZNF521;ZNF536
16	cisbp__M00343	3.38	0.127	PAX6 (directAnnotation). 		58	3479	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;NAMPT;NHS;PARD3B;PCNX1;PGAP1;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF331;ZNF462;ZNF516;ZNF521
16	cisbp__M00770	3.37	0.127	ZNF202 (inferredBy_Orthology). 		56	3479	ADIPOR2;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;DPP10;DUSP16;EPS15;FARP1;FMNL2;FNDC3B;FOXK1;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;NAMPT;NFX1;NHS;PAPSS2;PARD3B;PCNX1;PGAP1;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCEAL9;TCF7L2;TGFBR3;TLE1;TNXB;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	kznf__ZFP57_Imbeault2017_RP_ChIP-seq	3.37	0.127	ZFP57 (directAnnotation). 		69	4928	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FDX1;FMNL2;FNDC3B;GALNT2;GRAMD1B;GRK5;HNRNPC;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;NAMPT;NHS;OGT;PACSIN2;PAPSS2;PARD3B;PCNX1;PDE8A;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGK1;SGMS1;SH3BP5;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TRIM24;UQCRFS1;UVRAG;ZFAND5;ZNF521;ZNF536
16	metacluster_33.7	3.37	0.127	EBF1 (directAnnotation). 	MZF1; STAT1 (inferredBy_MotifSimilarity). 	44	2263	ATP1B3;BTBD9;C1orf21;CADPS2;CD46;CHD1;COBLL1;CREM;CTNNA1;DIP2C;DPP10;ENOSF1;EPS15;FARP1;FMNL2;FNDC3B;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PGAP1;PRKG1;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A9;SLC23A2;SOAT1;TCF7L2;TGFBR3;UVRAG;ZFAND5;ZNF331;ZNF462;ZNF521
16	kznf__ZNF571_Imbeault2017_OM_RCADE	3.36	0.127	ZNF571 (directAnnotation). 		66	4017	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GALNT2;GRK5;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MFSD14B;MTSS1;MYH9;NAMPT;NHS;NKAIN1;PACSIN2;PARD3B;PCNX1;PHF10;POR;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SGMS1;SH3BP5;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF516;ZNF521;ZNF536
16	transfac_pro__M04924	3.36	0.127	EBF1 (directAnnotation). 		68	4919	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CD46;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;KCNQ1;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGK1;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M00915	3.35	0.127	TFAP2A; TFAP2B; TFAP2C (directAnnotation). 		77	4906	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CD46;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERGIC1;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GALNT2;GRK5;IRS2;ITPR1;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PLCG2;POR;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	cisbp__M00341	3.34	0.126	PAX6 (directAnnotation). 		71	4316	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DDX21;DHCR24;DIP2C;DLG5;DPP10;DUSP16;ECE1;EPS15;ERGIC1;ERN1;FARP1;FMNL2;FNDC3B;FOSL2;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PARD3B;PCNX1;PDE8A;PGAP1;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;RNF187;SEMA6A;SGK1;SGMS1;SH3BP5;SIK2;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;UVRAG;ZEB2;ZFAND5;ZNF516;ZNF521;ZNF536
16	transfac_pro__M03806	3.34	0.126	ZBTB7C (directAnnotation). 		70	4423	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZNF331;ZNF516;ZNF521;ZNF536
16	transfac_pro__M07261	3.34	0.126	KLF2 (directAnnotation). 		72	4646	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLK1;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRAMD1B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCEAL9;TCF7L2;TGFBR3;TLE1;TNS1;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	swissregulon__hs__CHD1	3.33	0.126	CHD1 (directAnnotation). 	ZGPAT; ZNF202 (inferredBy_MotifSimilarity). 	58	3479	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;CREM;CTNNA1;DLG5;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;IRS2;KDM4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;NAMPT;NHS;PACSIN2;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521
16	tfdimers__MD00391	3.32	0.126	KLF4 (directAnnotation). 	CHURC1; EP300; KLF1; KLF10; KLF12; KLF13; KLF3; KLF5; KLF6; KLF8; KLF9; MAZ; MTF1; MZF1; OVOL2; PAX4; PURA; SP1; SP2; SP3; SP4; SREBF1; SREBF2; VEZF1; WT1; ZBTB14; ZNF148; ZNF202; ZNF354C; ZNF398; ZNF740 (inferredBy_MotifSimilarity). 	65	4603	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CD55;CDK8;CHD1;CMIP;COBLL1;CREM;CYP11A1;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GALNT2;GRAMD1B;IRS2;ITPR1;KCNQ1;LARP4B;MAN1A1;MAPK4;MAST4;MFSD14B;NAMPT;NHS;PACSIN2;PAPSS2;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TMEM120B;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521
